COMUNE;COMUNE ADIACENTE;Provincia;Regione;Provincia comune vicino;Regione comune vicino;Zona appertenenza protezione civile;Sigla provincia
Torrile;Sissa Trecasali;Parma;Emilia-Romagna;Parma;Emilia-Romagna;H2;PR
Torrile;Sorbolo Mezzani;Parma;Emilia-Romagna;Parma;Emilia-Romagna;H2;PR
Traversetolo;Lesignano de' Bagni;Parma;Emilia-Romagna;Parma;Emilia-Romagna;E2;PR
Traversetolo;Montechiarugolo;Parma;Emilia-Romagna;Parma;Emilia-Romagna;E2;PR
Traversetolo;Neviano degli Arduini;Parma;Emilia-Romagna;Parma;Emilia-Romagna;E2;PR
Traversetolo;Parma;Parma;Emilia-Romagna;Parma;Emilia-Romagna;E2;PR
Traversetolo;Canossa;Parma;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;PR
Traversetolo;San Polo d'Enza;Parma;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;PR
Valmozzola;Bardi;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Valmozzola;Berceto;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Valmozzola;Borgo Val di Taro;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Valmozzola;Solignano;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Valmozzola;Varsi;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Varano de' Melegari;Bore;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Varano de' Melegari;Fornovo di Taro;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Varano de' Melegari;Medesano;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Varano de' Melegari;Pellegrino Parmense;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Varano de' Melegari;Solignano;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Varano de' Melegari;Varsi;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Varsi;Bardi;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Varsi;Bore;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Varsi;Solignano;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Varsi;Valmozzola;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Varsi;Varano de' Melegari;Parma;Emilia-Romagna;Parma;Emilia-Romagna;G2;PR
Albinea;Quattro Castella;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Albinea;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Albinea;Scandiano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Albinea;Vezzano sul Crostolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Albinea;Viano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Bagnolo in Piano;Cadelbosco di Sopra;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Bagnolo in Piano;Correggio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Bagnolo in Piano;Novellara;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Bagnolo in Piano;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Baiso;Carpineti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Baiso;Castellarano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Baiso;Toano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Baiso;Viano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Baiso;Prignano sulla Secchia;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;E2;RE
Bibbiano;Cavriago;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Bibbiano;Montecchio Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Bibbiano;Quattro Castella;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Bibbiano;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Bibbiano;San Polo d'Enza;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Boretto;Pomponesco;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F3;RE
Boretto;Viadana;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F3;RE
Boretto;Brescello;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Boretto;Castelnovo di Sotto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Boretto;Gualtieri;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Boretto;Poviglio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Brescello;Viadana;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F3;RE
Brescello;Sorbolo Mezzani;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;F3;RE
Brescello;Boretto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Brescello;Gattatico;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Brescello;Poviglio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Cadelbosco di Sopra;Bagnolo in Piano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Cadelbosco di Sopra;Campegine;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Cadelbosco di Sopra;Castelnovo di Sotto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Cadelbosco di Sopra;Gualtieri;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Cadelbosco di Sopra;Guastalla;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Cadelbosco di Sopra;Novellara;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Cadelbosco di Sopra;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Campagnola Emilia;Correggio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Campagnola Emilia;Fabbrico;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Campagnola Emilia;Novellara;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Campagnola Emilia;Reggiolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Campagnola Emilia;Rio Saliceto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Campegine;Cadelbosco di Sopra;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Campegine;Castelnovo di Sotto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Campegine;Gattatico;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Campegine;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Campegine;Sant'Ilario d'Enza;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Canossa;Neviano degli Arduini;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;E2;RE
Canossa;Traversetolo;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;E2;RE
Canossa;Casina;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Canossa;Castelnovo ne' Monti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Canossa;San Polo d'Enza;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Canossa;Vetto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Canossa;Vezzano sul Crostolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Carpineti;Baiso;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Carpineti;Casina;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Carpineti;Castelnovo ne' Monti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Carpineti;Toano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Carpineti;Viano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Carpineti;Villa Minozzo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Casalgrande;Castellarano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Casalgrande;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Casalgrande;Rubiera;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Casalgrande;Scandiano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Casalgrande;Formigine;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;E2;RE
Casalgrande;Modena;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;E2;RE
Casalgrande;Sassuolo;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;E2;RE
Casina;Canossa;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Casina;Carpineti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Casina;Castelnovo ne' Monti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Casina;Vezzano sul Crostolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Casina;Viano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Castellarano;Baiso;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Castellarano;Casalgrande;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Castellarano;Scandiano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Castellarano;Viano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Castellarano;Prignano sulla Secchia;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;E2;RE
Castellarano;Sassuolo;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;E2;RE
Castelnovo di Sotto;Boretto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Castelnovo di Sotto;Cadelbosco di Sopra;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Castelnovo di Sotto;Campegine;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Castelnovo di Sotto;Gattatico;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Castelnovo di Sotto;Gualtieri;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Castelnovo di Sotto;Poviglio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Castelnovo ne' Monti;Canossa;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Castelnovo ne' Monti;Carpineti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Castelnovo ne' Monti;Casina;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Castelnovo ne' Monti;Ventasso;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Castelnovo ne' Monti;Vetto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Castelnovo ne' Monti;Villa Minozzo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Cavriago;Bibbiano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Cavriago;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Correggio;Bagnolo in Piano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Correggio;Campagnola Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Correggio;Novellara;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Correggio;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Correggio;Rio Saliceto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Correggio;San Martino in Rio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Correggio;Campogalliano;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;F2;RE
Correggio;Carpi;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;F2;RE
Fabbrico;Campagnola Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Fabbrico;Reggiolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Fabbrico;Rio Saliceto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Fabbrico;Rolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Fabbrico;Carpi;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;F2;RE
Gattatico;Parma;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;F2;RE
Gattatico;Sorbolo Mezzani;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;F2;RE
Gattatico;Brescello;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Gattatico;Campegine;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Gattatico;Castelnovo di Sotto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Gattatico;Poviglio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Gattatico;Sant'Ilario d'Enza;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Gualtieri;Dosolo;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F3;RE
Gualtieri;Pomponesco;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F3;RE
Gualtieri;Boretto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Gualtieri;Cadelbosco di Sopra;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Gualtieri;Castelnovo di Sotto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Gualtieri;Guastalla;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Guastalla;Dosolo;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F3;RE
Guastalla;Cadelbosco di Sopra;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Guastalla;Gualtieri;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Guastalla;Luzzara;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Guastalla;Novellara;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Guastalla;Reggiolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Luzzara;Dosolo;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F3;RE
Luzzara;Gonzaga;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F3;RE
Luzzara;Suzzara;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F3;RE
Luzzara;Guastalla;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Luzzara;Reggiolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Montecchio Emilia;Montechiarugolo;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;F2;RE
Montecchio Emilia;Bibbiano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Montecchio Emilia;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Montecchio Emilia;San Polo d'Enza;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Montecchio Emilia;Sant'Ilario d'Enza;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Novellara;Bagnolo in Piano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Novellara;Cadelbosco di Sopra;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Novellara;Campagnola Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Novellara;Correggio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Novellara;Guastalla;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Novellara;Reggiolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Poviglio;Boretto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Poviglio;Brescello;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Poviglio;Castelnovo di Sotto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Poviglio;Gattatico;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F3;RE
Quattro Castella;Albinea;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Quattro Castella;Bibbiano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Quattro Castella;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Quattro Castella;San Polo d'Enza;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Quattro Castella;Vezzano sul Crostolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Reggio nell'Emilia;Albinea;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Bagnolo in Piano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Bibbiano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Cadelbosco di Sopra;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Campegine;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Casalgrande;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Cavriago;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Correggio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Montecchio Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Quattro Castella;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Rubiera;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;San Martino in Rio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Sant'Ilario d'Enza;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggio nell'Emilia;Scandiano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggiolo;Gonzaga;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F2;RE
Reggiolo;Moglia;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F2;RE
Reggiolo;Campagnola Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggiolo;Fabbrico;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggiolo;Guastalla;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggiolo;Luzzara;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggiolo;Novellara;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Reggiolo;Rolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Rio Saliceto;Campagnola Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Rio Saliceto;Correggio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Rio Saliceto;Fabbrico;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Rio Saliceto;Carpi;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;F2;RE
Rolo;Moglia;Reggio Emilia;Emilia-Romagna;Mantova;Lombardia;F2;RE
Rolo;Fabbrico;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Rolo;Reggiolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Rolo;Carpi;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;F2;RE
Rolo;Novi di Modena;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;F2;RE
Rubiera;Casalgrande;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;RE
Rubiera;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;RE
Rubiera;San Martino in Rio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F1;RE
Rubiera;Campogalliano;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;F1;RE
Rubiera;Modena;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;F1;RE
San Martino in Rio;Correggio;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
San Martino in Rio;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
San Martino in Rio;Rubiera;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
San Martino in Rio;Campogalliano;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;F2;RE
San Polo d'Enza;Montechiarugolo;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;E2;RE
San Polo d'Enza;Traversetolo;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;E2;RE
San Polo d'Enza;Bibbiano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
San Polo d'Enza;Canossa;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
San Polo d'Enza;Montecchio Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
San Polo d'Enza;Quattro Castella;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
San Polo d'Enza;Vezzano sul Crostolo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Sant'Ilario d'Enza;Montechiarugolo;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;F2;RE
Sant'Ilario d'Enza;Parma;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;F2;RE
Sant'Ilario d'Enza;Campegine;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Sant'Ilario d'Enza;Gattatico;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Sant'Ilario d'Enza;Montecchio Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Sant'Ilario d'Enza;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;F2;RE
Scandiano;Albinea;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Scandiano;Casalgrande;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Scandiano;Castellarano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Scandiano;Reggio nell'Emilia;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Scandiano;Viano;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E2;RE
Toano;Baiso;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;RE
Toano;Carpineti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;RE
Toano;Villa Minozzo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;RE
Toano;Frassinoro;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;E1;RE
Toano;Montefiorino;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;E1;RE
Toano;Palagano;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;E1;RE
Toano;Prignano sulla Secchia;Reggio Emilia;Emilia-Romagna;Modena;Emilia-Romagna;E1;RE
Ventasso;Monchio delle Corti;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;E1;RE
Ventasso;Palanzano;Reggio Emilia;Emilia-Romagna;Parma;Emilia-Romagna;E1;RE
Ventasso;Castelnovo ne' Monti;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;RE
Ventasso;Vetto;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;RE
Ventasso;Villa Minozzo;Reggio Emilia;Emilia-Romagna;Reggio Emilia;Emilia-Romagna;E1;RE
